county,year,month,num_pregnant_women,link
smith,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
somervell,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
starr,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
stephens,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
sterling,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
stonewall,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
sutton,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
swisher,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
tarrant,2017,november,18,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
taylor,2017,november,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
terrell,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
terry,2017,november,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
throckmorton,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
titus,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
tom green,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
travis,2017,november,21,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
trinity,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
tyler,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
upshur,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
upton,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
uvalde,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
val verde (private facility),2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
van zandt,2017,november,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
victoria,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
walker,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
waller,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
ward,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
washington,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
webb,2017,november,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wharton,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wheeler,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wichita,2017,november,9,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wilbarger,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
willacy,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
williamson,2017,november,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wilson,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
winkler,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wise,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
wood,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
yoakum,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
young,2017,november,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
zapata,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
zavala,2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
zavala (private facility),2017,november,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Nov 2017.pdf
anderson,2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
andrews,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
angelina,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
aransas,2017,october,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
archer,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
armstrong,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
atascosa,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
austin,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bailey,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bandera,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bastrop,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
baylor,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bee,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bell,2017,october,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bexar,2017,october,20,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
blanco,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
borden,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bosque,2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
bowie (private facility),2017,october,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brazoria,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brazos,2017,october,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brewster,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
briscoe,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brooks,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brooks (private facility),2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
brown,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
burleson,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
burnet (private facility - 1),2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
caldwell,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
calhoun,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
callahan,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cameron,2017,october,8,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
camp,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
carson,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cass,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
castro,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
chambers,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cherokee,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
childress,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
clay,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cochran,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
coke,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
coleman,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
collin,2017,october,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
collingsworth,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
colorado,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
comal,2017,october,7,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
comanche,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
concho,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cooke,2017,october,3,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
coryell,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
cottle,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
crane,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
crockett,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
crosby,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
culberson,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dallam,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dallas,2017,october,41,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dawson,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
deaf smith,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
delta,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
denton,2017,october,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dewitt,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dickens,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dickens (private facility),2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
dimmit,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
donley,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
duval,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
eastland,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
ector,2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
edwards,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
el paso,2017,october,8,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
ellis,2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
erath,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
falls,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
fannin (private facility - 1),2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
fannin (private facility - 2),2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
fayette,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
fisher,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
floyd,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
foard,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
fort bend,2017,october,5,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
franklin,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
freestone,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
frio (private facility),2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
gaines,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
galveston,2017,october,12,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
garza,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
gillespie,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
glasscock,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
goliad,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
gonzales,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
gray,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
grayson,2017,october,4,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
gregg,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
grimes,2017,october,1,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
guadalupe,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hale,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hall,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hamilton,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hansford,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hardeman,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hardin,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
harris,2017,october,22,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
harrison,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
haskell (private facility),2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hays,2017,october,2,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
hemphill,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
henderson,2017,october,0,https://www.tcjs.state.tx.us//docs/PregnantFemaleReports/Pregnant Female Reporting Oct 2017.pdf
