county,year,month,num_of_inmates,num_of_inmate_days,cost_in_dollars,link
roberts,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
robertson,2017,november,1,8,400,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
rockwall,2017,november,19,347,6325.81,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
runnels,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
rusk,2017,november,6,55,1038.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
sabine,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
san augustine,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
san jacinto,2017,november,4,113,3169.65,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
san patricio,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
san saba,2017,november,2,62,7684.28,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
schleicher,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
scurry,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
shackelford,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
shelby,2017,november,1,31,1302,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
sherman,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
smith,2017,november,31,807,44675.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
somervell,2017,november,1,13,494,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
starr,2017,november,3,52,1174.1599999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
stephens,2017,november,4,8,392,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
sterling,2017,november,1,31,1178,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
stonewall,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
sutton,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
swisher,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
tarrant,2017,november,329,6919,276760,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
taylor,2017,november,5,82,3936,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
terrell,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
terry,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
throckmorton,2017,november,4,8,320,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
titus,2017,november,3,65,1787.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
tom green,2017,november,1,31,1302,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
travis,2017,november,337,7148,811655.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
trinity,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
tyler,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
upshur,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
upton,2017,november,1,9,337.5,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
uvalde,2017,november,1,2,100,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
val verde (private facility),2017,november,2,62,620,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
van zandt,2017,november,6,126,3468.7799999999997,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
victoria,2017,november,1,1,43.730000000000004,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
walker,2017,november,9,246,7980.24,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
waller,2017,november,16,376,13859.359999999999,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
ward,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
washington,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
webb,2017,november,73,1622,90540.04,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wharton,2017,november,10,222,11100,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wheeler,2017,november,1,30,1833.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wichita,2017,november,16,402,21981.36,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wilbarger,2017,november,1,31,1395,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
willacy,2017,november,4,124,3826.64,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
williamson,2017,november,41,911,50105,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wilson,2017,november,1,31,1519,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
winkler,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wise,2017,november,2,57,1538.43,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
wood,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
yoakum,2017,november,2,58,2720.2,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
young,2017,november,2,58,1680.26,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
zapata,2017,november,6,158,3897.86,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
zavala,2017,november,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Nov 2017.pdf
anderson,2017,october,1,30,660,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
andrews,2017,october,1,12,902.76,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
angelina,2017,october,6,157,7324.05,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
aransas,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
archer,2017,october,1,30,1125,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
armstrong,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
atascosa,2017,october,1,4,277.47999999999996,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
austin,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bailey,2017,october,3,61,2362.53,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bandera,2017,october,1,4,193.32000000000002,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bastrop,2017,october,34,661,29553.309999999998,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
baylor,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bee,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bell,2017,october,38,834,48063.42,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bexar,2017,october,269,5035,231610,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
blanco,2017,october,4,73,4526,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
borden,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bosque,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
bowie (private facility),2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
brazoria,2017,october,59,1582,53803.82,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
brazos,2017,october,44,1176,29494.08,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
brewster,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
briscoe,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
brooks,2017,october,2,20,1027.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
brown,2017,october,2,51,1632,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
burleson,2017,october,1,20,704,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
burnet,2017,october,8,152,9007.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
caldwell,2017,october,1,7,249.48000000000002,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
calhoun,2017,october,4,120,4772.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
callahan,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cameron,2017,october,283,6838,318719.18,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
camp,2017,october,2,37,1457.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
carson,2017,october,4,108,2700,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cass,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
castro,2017,october,6,161,11886.630000000001,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
chambers,2017,october,1,8,320,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cherokee,2017,october,12,329,11597.25,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
childress,2017,october,3,79,2370,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
clay,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cochran,2017,october,1,19,760,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
coke,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
coleman,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
collin,2017,october,173,3668,184830.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
collingsworth,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
colorado,2017,october,5,139,6499.64,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
comal,2017,october,17,433,35999.619999999995,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
comanche,2017,october,2,60,2032.8,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
concho,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cooke,2017,october,5,102,5054.1,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
coryell,2017,october,2,52,2648.88,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
cottle,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
crane,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
crockett,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
crosby,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
culberson,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dallam,2017,october,9,124,6238.44,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dallas,2017,october,600,11499,636584.64,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dawson,2017,october,3,79,3555,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
deaf smith,2017,october,8,183,7248.63,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
delta,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
denton,2017,october,138,3278,148624.52,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dewitt,2017,october,3,61,3050,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dickens,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
dimmit,2017,october,4,73,3949.3,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
donley,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
duval,2017,october,0,0,0,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
eastland,2017,october,4,84,2814,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
ector,2017,october,46,816,43917.119999999995,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
edwards,2017,october,1,2,100,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
el paso,2017,october,114,2490,186401.4,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
ellis,2017,october,41,892,40140,https://www.tcjs.state.tx.us//docs/ImmigrationDetainerReports/./Immigration Detainer Report Oct 2017.pdf
